Cumulative Stat Rank,Price ,Cumulative,Visual Rarity URL,Kong ID,Shooting,Finish,Defense,Vision,Background,Fur,Clothes,Mouth,Head,Head Accessory,Eyes,Jewellery,Owner Address,Number of Sales,Last Sale Date,Last Sale Price,Last List Date,Current Price
456,20,251,https://rarity.tools/rumble-kong-league/view/9904,9904,70,58,71,52,Dark Blue,Brown,Hawaii Shirt,Regular,,Red Shades,Wide,,0x017c4dc18a2d67e82a49c4359016e50fd8e63233,0, , ,9/6/2021 6:47,20.0 ETH
3676,33,208,https://rarity.tools/rumble-kong-league/view/9905,9905,59,53,46,50,Light Grey,Brown,Hawaii Shirt,Saber Toothed,Chopsticks Bun,,Angry,,0x12b6f1c3f5ebb08feda87ea6e96d4a92d8b8510e,1,8/29/2021,0.7 ETH,8/29/2021 14:50,33.0 ETH
6385, ,186,https://rarity.tools/rumble-kong-league/view/9906,9906,50,47,35,54,Pink,White Noise,Dress,Shows Teeth,RKL Cap Forward,,Regular,,0x6f7b7121cfe7e279635291183bc265dcf927790f,2,9/2/2021,0.9 ETH, , 
9254, ,152,https://rarity.tools/rumble-kong-league/view/9907,9907,44,19,56,33,Grey,Brown,White Tee,Shows Teeth,Beanie,,Wide,,0x4ff10fc3b8a2d0bba351bf874fa245518613ea87,3,8/25/2021,0.5 ETH, , 
7176, ,179,https://rarity.tools/rumble-kong-league/view/9908,9908,27,54,51,47,Grey,White Noise,Red Kimono,Ooh,Winter Hat,,Wide,,0x67557095bad5dca7499ee7b40a71e030fe511322,0, , , , 
5231,25,195,https://rarity.tools/rumble-kong-league/view/9909,9909,57,49,48,41,Purple,Brown,,Shows Teeth,Blonde Bun,,Bloodshot,,0x2b8180cc492bdce41f82438d2e05725101a043f9,2,9/4/2021,0.87 ETH,9/9/2021 5:35,25.0 ETH
8405, ,166,https://rarity.tools/rumble-kong-league/view/9910,9910,56,48,23,39,Gold,Brown,Shaolin Vest,Tongue Out,,,Wide,,0xc26cd4307f915105bd37630089f880df1746d2e8,3,8/31/2021,1.0 ETH, , 
7062, ,180,https://rarity.tools/rumble-kong-league/view/9911,9911,43,46,68,23,Light Grey,Brown,Striped Tee,Gold Scream,Purple Bandana,,Angry Scar,,0x00336cd9f823dd8b5c5741638e5038fd561f01b9,3,9/10/2021,1.0 ETH, , 
3092,1.85,213,https://rarity.tools/rumble-kong-league/view/9912,9912,49,47,51,66,Gold,Black,Hawaii Shirt,Kiss,RKL Cap Forward,,Closed,,0x42f280a46445089eeb749ba7102dbff61d6ecf96,1,8/28/2021,1.5 ETH,9/22/2021 8:04,1.85 ETH
3889, ,206,https://rarity.tools/rumble-kong-league/view/9913,9913,36,58,66,46,Light Blue,Black,Biker Jacket,Gold Scream,Chopsticks Bun,,Regular,,0x27093e9309c104a430507e853b58f470ac9086e5,1,8/3/2021,0.15 ETH, , 
4237, ,203,https://rarity.tools/rumble-kong-league/view/9914,9914,55,52,39,57,Pink,Brown,White Tee,Kiss,,,Closed,,0x217c70a564a9bc0572426fc068eff0caf70e6b41,3,8/10/2021,0.3 ETH, , 
3999, ,205,https://rarity.tools/rumble-kong-league/view/9915,9915,35,66,68,36,Red,White Noise,,Regular,Beanie,,Wide,,0x82e74eadc12f951ee25efa7346d8d5ff934a1d4f,1,8/3/2021,0.14 ETH, , 
4610, ,200,https://rarity.tools/rumble-kong-league/view/9916,9916,60,56,32,52,Pink,Black,Trippy Tee,Regular,Ski Glasses,Broken Glasses,Wide,,0xa1f67560d1b286384a964a6aee190795ad07774b,4,8/28/2021,0.8 ETH, , 
7062, ,180,https://rarity.tools/rumble-kong-league/view/9917,9917,48,49,45,38,Gold,Grey,,Regular,Blue Pigtails,,Closed Scar,,0x3d559b687d95a325c063f38059d0bf2d9dbbab2b,2,8/5/2021,0.25 ETH, , 
2874, ,215,https://rarity.tools/rumble-kong-league/view/9918,9918,39,90,30,56,Light Blue,White Noise,Trippy Tee,Scream,,Blue Shades,Regular,,0xafe7309fd01a5e6d5a258e911461ecb9558fbfdf,3,9/21/2021,4.0 ETH, , 
3092, ,213,https://rarity.tools/rumble-kong-league/view/9919,9919,52,48,40,73,Red,Sky Blue,Dego Tee Blooded,Scream,Purple Bandana,,Angry,,0x4b1f2b10a8c7d8b37ecf45659cdeddb54f84253e,2,9/5/2021,1.6942 ETH, , 
6739, ,183,https://rarity.tools/rumble-kong-league/view/9920,9920,43,36,49,55,Brown,Sky Blue,Dress,Drool,Red Bandana,,Wide Scar,,0x39a14626c4b0f6d3401384547d244d434b41477d,4,9/4/2021,0.98 ETH, , 
5635, ,192,https://rarity.tools/rumble-kong-league/view/9921,9921,62,49,47,34,Yellow,Red,White Tee,Ooh,Cap Forward,,Wide,,0x2e5e62c8cd9ede2874b6a9c87f843389bfd7cb3b,1,8/22/2021,0.34 ETH, , 
5499,30,193,https://rarity.tools/rumble-kong-league/view/9922,9922,83,25,39,46,Grey,Red,Cyan Jersey,Referee,Beanie,,Wide Scar,,0xf3a81f1edb38b56cea5bb3bb3481fb00ce3146d3,2,8/25/2021,0.9999 ETH,9/13/2021 9:48,30.0 ETH
8341, ,167,https://rarity.tools/rumble-kong-league/view/9923,9923,22,52,51,42,Light Blue,Black,White Tee,Gold Saber Toothed,RKL Cap Forward,,Regular,,0x2dae88aa6dfa92493dbf1077ce2431386c7710e1,2,9/1/2021,0.88 ETH, , 
1852, ,225,https://rarity.tools/rumble-kong-league/view/9924,9924,55,56,63,51,Brown,Brown,Dego Tee Blooded,Ooh,,,Regular,,0x3d7849a51a2da3b3b455ca6a6d604c902f82e7c2,1,8/3/2021,0.5 ETH, , 
5110, ,196,https://rarity.tools/rumble-kong-league/view/9925,9925,55,38,69,34,Yellow,Pink,,Regular,,,Regular,,0x1a090b86c126e4a6a93c3e5e850843c0aeaf37ff,1,9/5/2021,1.88 ETH, , 
9690,3.3,139,https://rarity.tools/rumble-kong-league/view/9926,9926,31,28,53,27,Red,Brown,Hawaii Shirt,Full Beard,,,Wide Scar,,0x6e6003c510a42de03af6c79a88ec6826e8f653f2,2,8/29/2021,0.5 ETH,9/7/2021 1:48,3.3 ETH
1509, ,229,https://rarity.tools/rumble-kong-league/view/9927,9927,62,54,42,71,Red,White Noise,Cyan Jersey,Ooh,Beanie,,Closed,,0x217c70a564a9bc0572426fc068eff0caf70e6b41,1,8/31/2021,1.2 ETH, , 
3191, ,212,https://rarity.tools/rumble-kong-league/view/9928,9928,71,42,58,41,Grey,Pink,Cyan Jersey,Regular,Blonde Bun,Exotic Earring,Sad,,0x74059b6b0064e7d2183839e53ea92ec0d024564b,1,8/24/2021,1.0 ETH, , 
6617, ,184,https://rarity.tools/rumble-kong-league/view/9929,9929,44,18,69,53,Red,Pink,Hawaii Shirt,Cigar,,,Angry,,0x868e0f3285b329d09fb9118cc3ef74b6ccd66d35,1,8/25/2021,0.79 ETH, , 
979,4.2,238,https://rarity.tools/rumble-kong-league/view/9930,9930,57,80,60,41,Light Grey,Red,Shirt And Tie,Shows Teeth,,,Sad,,0x3ba8fb26ecc07392a2ca98770801a95f7ad00239,1,8/31/2021,1.25 ETH,9/6/2021 19:21,4.2 ETH
5231, ,195,https://rarity.tools/rumble-kong-league/view/9931,9931,30,66,46,53,Brown,Brown,Dego Tee Blooded,Kiss,Bowler,,Angry,,0x4ff10fc3b8a2d0bba351bf874fa245518613ea87,1,8/25/2021,0.585 ETH, , 
9856, ,129,https://rarity.tools/rumble-kong-league/view/9932,9932,38,22,36,33,Yellow,Grey,White Tee,Saber Toothed,Cap Forward,,Wide Scar,,0x1a06f8291b94c236b563196ed80f5092edf4740f,3,8/9/2021,0.339 ETH, , 
9060, ,156,https://rarity.tools/rumble-kong-league/view/9933,9933,37,43,49,27,Brown,Grey,Hawaii Shirt,Scream,,,Angry,,0x1d3db45f912c74de554409c1ad0d27dbcb26b726,1,8/6/2021,0.99 ETH, , 
3443, ,210,https://rarity.tools/rumble-kong-league/view/9934,9934,74,56,23,57,Light Grey,Pink,Shirt And Tie,Gold Scream,RKL Cap Sideways,Red Shades,Regular,,0xada2f10a38b513c550f08dc4c8feaea3909f1a1b,1,8/25/2021,1.15 ETH, , 
342, ,255,https://rarity.tools/rumble-kong-league/view/9935,9935,73,62,68,52,Pink,Sky Blue,Tracksuit,Cigar,Purple Bandana,3D Glasses,Angry Wink,,0xa3741f920bdbbe2d937dbdcd60446919af0c168b,2,9/5/2021,7.77 ETH, , 
920, ,239,https://rarity.tools/rumble-kong-league/view/9936,9936,54,67,33,85,Grey,Pink,Lab Coat,Scream,Beanie,,Sad,,0x179456bf16752fe5eb8789148e5c98eb39d87fe5,3,8/20/2021,0.65 ETH, , 
6617, ,184,https://rarity.tools/rumble-kong-league/view/9937,9937,53,53,52,26,Red,Brown,RKL Tee,Gold Scream,Blonde Bun,,Angry,,0xe45230f69520eaf4b2e6566b7e0eb7e1b6dd042f,1,8/5/2021,0.3 ETH, , 
6149, ,188,https://rarity.tools/rumble-kong-league/view/9938,9938,31,57,47,53,Yellow,Pink,Striped Tee,Tongue Out,,,Angry Scar,,0xd7fa22078d49c05cb548349b4d327c657f694b6d,1,8/5/2021,0.4 ETH, , 
5776, ,191,https://rarity.tools/rumble-kong-league/view/9939,9939,41,54,51,45,Red,Black,Monk Robe,Regular,Beanie,,Regular,,0x179456bf16752fe5eb8789148e5c98eb39d87fe5,1,8/6/2021,0.99 ETH, , 
5362,7.5,194,https://rarity.tools/rumble-kong-league/view/9940,9940,65,76,27,26,Red,Brown,,Regular,Red Bandana,Broken Glasses,Sad,,0x5cc2f9c7a3a42d9048a31c87a53335194d949f47,1,8/5/2021,0.4 ETH,9/17/2021 22:00,7.5 ETH
249, ,260,https://rarity.tools/rumble-kong-league/view/9941,9941,57,70,55,78,Gold,Pink,,Gold Scream,Blue Pigtails,,Closed,,0x144ff139671a26bbe99b570fe1bbd55bf3e7b9f2,1,9/4/2021,3.0 ETH, , 
2367, ,220,https://rarity.tools/rumble-kong-league/view/9942,9942,69,57,72,22,Dark Blue,White Noise,Red Kimono,Scream,Beanie,,Wide Scar,,0x0312b9e6627d9a49cf07a3b5af1f18ad8d8e39db,0, , , , 
9425, ,148,https://rarity.tools/rumble-kong-league/view/9943,9943,42,49,43,14,Red,Sky Blue,Cheetah Dego Tee,Kiss,Bowler,Exotic Earring,Sad,,0x2895e412d60af197ff293f28174f67c1db0178e3,0, , , , 
6505, ,185,https://rarity.tools/rumble-kong-league/view/9944,9944,61,33,61,30,Gold,Pink,Cheetah Dego Tee,Gold Smirk,Cap Forward,Gem Earring,Regular,,0x2895e412d60af197ff293f28174f67c1db0178e3,0, , , , 
5499, ,193,https://rarity.tools/rumble-kong-league/view/9945,9945,37,67,35,54,Grey,Black,Striped Tee,Saber Toothed,,,Sad,,0xeea1df0ef4e90154fc893503c5f05c30bbd4e885,1,9/7/2021,1.77 ETH, , 
8827, ,160,https://rarity.tools/rumble-kong-league/view/9946,9946,57,42,12,49,Brown,Pink,,Ooh,Cap Forward,,Wide Scar,,0x2895e412d60af197ff293f28174f67c1db0178e3,1,9/22/2021,1.58 ETH, , 
5890,2.08,190,https://rarity.tools/rumble-kong-league/view/9947,9947,26,65,56,43,Yellow,Brown,Fusion Gi,Shows Teeth,Purple Bandana,,Wide,,0x2895e412d60af197ff293f28174f67c1db0178e3,0, , ,9/22/2021 4:03,2.08 ETH
8085,1.78,170,https://rarity.tools/rumble-kong-league/view/9948,9948,51,67,40,12,Red,Red,Biker Jacket,Ooh,Beanie,,Regular,,0x2895e412d60af197ff293f28174f67c1db0178e3,0, , ,9/22/2021 4:10,1.78 ETH
1606, ,228,https://rarity.tools/rumble-kong-league/view/9949,9949,67,57,44,60,Light Grey,Brown,Biker Jacket,Shows Teeth,,,Sad,,0x72deeaf1f537c48250f710b7ba66a65b9f0b237c,1,9/7/2021,2.0 ETH, , 
2262, ,221,https://rarity.tools/rumble-kong-league/view/9950,9950,51,67,41,62,Gold,Black,Shirt And Tie,Drool,Blonde Bun,Blue Shades,Regular,,0x2895e412d60af197ff293f28174f67c1db0178e3,0, , , , 
8477, ,165,https://rarity.tools/rumble-kong-league/view/9951,9951,55,38,43,29,Light Grey,Pink,Dego Tee Blooded,Ooh,,Monocle,Angry Wink,,0x2895e412d60af197ff293f28174f67c1db0178e3,0, , , , 
4237, ,203,https://rarity.tools/rumble-kong-league/view/9952,9952,43,42,54,64,Pink,Red,Hawaii Shirt,Missing Teeth,,,Angry Scar,,0x2895e412d60af197ff293f28174f67c1db0178e3,0, , , , 
8006, ,171,https://rarity.tools/rumble-kong-league/view/9953,9953,35,70,33,33,Grey,Gold,Mamba Jersey,Regular,Mamba Band,Eye Scanner,Heterochromia,,0xdd51cb1ba0ce8f5da85012075bb80f95619c3b27,0, , , , 
5231, ,195,https://rarity.tools/rumble-kong-league/view/9954,9954,60,56,36,43,Dark Blue,Green,Trippy Tee,Saber Toothed,Chopsticks Bun,,Wide,,0x2895e412d60af197ff293f28174f67c1db0178e3,0, , , , 
7293, ,178,https://rarity.tools/rumble-kong-league/view/9955,9955,21,35,64,58,Brown,Pink,Biker Jacket,Cigar,Chopsticks Bun,,Closed,,0x2895e412d60af197ff293f28174f67c1db0178e3,0, , , , 
6739, ,183,https://rarity.tools/rumble-kong-league/view/9956,9956,82,28,54,19,Grey,Green,Striped Tee,Scream,,Red Shades,Wide,,0x2895e412d60af197ff293f28174f67c1db0178e3,0, , , , 
979, ,238,https://rarity.tools/rumble-kong-league/view/9957,9957,52,72,44,70,Red,Red,Cyan Jersey,Drool,Purple Bandana,,Angry,,0x2895e412d60af197ff293f28174f67c1db0178e3,0, , , , 
2874, ,215,https://rarity.tools/rumble-kong-league/view/9958,9958,51,54,57,53,Light Grey,Brown,,Saber Toothed,,,Regular,,0x2895e412d60af197ff293f28174f67c1db0178e3,0, , , , 
779,3.88,242,https://rarity.tools/rumble-kong-league/view/9959,9959,55,73,64,50,Brown,Red,Shirt And Tie,Regular,Beanie,,Regular,,0x2895e412d60af197ff293f28174f67c1db0178e3,0, , ,9/22/2021 4:09,3.88 ETH
3191,19,212,https://rarity.tools/rumble-kong-league/view/9960,9960,47,59,52,54,Cyan,Gold,Space Suit,Regular,Banana,,Angry,,0xdd51cb1ba0ce8f5da85012075bb80f95619c3b27,0, , ,9/15/2021 10:05,19.0 ETH
4736,2.08,199,https://rarity.tools/rumble-kong-league/view/9961,9961,46,64,29,60,Red,Brown,Navy Suit,Ooh,Bowler,,Sad,,0x2895e412d60af197ff293f28174f67c1db0178e3,0, , ,9/22/2021 4:07,2.08 ETH
9690, ,139,https://rarity.tools/rumble-kong-league/view/9962,9962,9,24,60,46,Gold,Grey,Shaolin Vest,Scream,,,Wide,,0x2895e412d60af197ff293f28174f67c1db0178e3,1,9/20/2021,1.68 ETH, , 
2031, ,223,https://rarity.tools/rumble-kong-league/view/9963,9963,58,45,60,60,Red,Black,White Tee,Regular,RKL Cap Sideways,,Angry,,0x54d250292699484eba4e9f0f4ddf845b976bdad1,0, , , , 
14,24,291,https://rarity.tools/rumble-kong-league/view/9964,9964,96,77,59,59,Red,Green,Striped Tee,Scream,Purple Bandana,,Closed,,0x6cdc28dbe15e79610f22e77e52ce1d3b8fb063df,0, , ,9/14/2021 5:34,24.0 ETH
1691, ,227,https://rarity.tools/rumble-kong-league/view/9965,9965,70,62,53,42,Grey,Brown,Shirt And Tie,Gold Smirk,,,Wide Scar,,0x6fc93f54f95c63c917a98d03de27302f078436a2,1,8/7/2021,1.0 ETH, , 
5110,3.4256,196,https://rarity.tools/rumble-kong-league/view/9966,9966,49,46,36,65,Red,Black,,Scream,Blonde Bun,Broken Glasses,Angry Wink,,0xfa949ce340ef6ea03c94002543e01f33e0920f62,3,9/5/2021,1.48 ETH,9/10/2021 2:40,3.4256 ETH
4865, ,198,https://rarity.tools/rumble-kong-league/view/9967,9967,50,62,37,49,Brown,Brown,,Kiss,,,Wide,,0x179456bf16752fe5eb8789148e5c98eb39d87fe5,2,8/6/2021,0.85 ETH, , 
920, ,239,https://rarity.tools/rumble-kong-league/view/9968,9968,58,54,54,73,Brown,Pink,Trippy Tee,Saber Toothed,Winter Hat,Gem Earring,Sad,,0x144c6600127b5f744a32c3c893bf941d60db8837,3,8/31/2021,3.0 ETH, , 
6955, ,181,https://rarity.tools/rumble-kong-league/view/9969,9969,15,58,69,39,Light Grey,Brown,Dress,Referee,Blonde Bun,,Angry Wink,,0x580e51098bcbde30e08786c6ebf33064fbd70590,0, , , , 
7524, ,176,https://rarity.tools/rumble-kong-league/view/9970,9970,36,55,50,35,Pink,Grey,Striped Tee,Kiss,Blue Pigtails,,Wide Scar,,0xf5a3f562a132f40f44abd401d603373dc36c77c5,0, , , , 
4237, ,203,https://rarity.tools/rumble-kong-league/view/9971,9971,35,53,47,68,Cyan,Sky Blue,White Tee,Regular,Chopsticks Bun,3D Glasses,Angry Scar,,0x9582e15d63b961ba09cba0410c99f4564910e6e3,0, , , , 
6276, ,187,https://rarity.tools/rumble-kong-league/view/9972,9972,48,37,45,57,Gold,White Noise,Biker Jacket,Full Beard,Green Beret,,Sad,,0x9582e15d63b961ba09cba0410c99f4564910e6e3,0, , , , 
9001, ,157,https://rarity.tools/rumble-kong-league/view/9973,9973,46,33,33,45,Yellow,Red,,Gold Saber Toothed,Tophat,,Angry,,0x9582e15d63b961ba09cba0410c99f4564910e6e3,0, , , , 
3092, ,213,https://rarity.tools/rumble-kong-league/view/9974,9974,80,33,53,47,Brown,Pink,,Ooh,,,Regular,,0xdd286e47bbdaf3f9630254bd5f3dc593bc48a4db,0, , , , 
2874, ,215,https://rarity.tools/rumble-kong-league/view/9975,9975,59,44,60,52,Pink,Red,Cheetah Dego Tee,Kiss,Beanie,,Closed Scar,,0xc5fa4f262a140b29b76cd3835b112ac0ac49a6c2,1,8/6/2021,0.6499 ETH, , 
6149, ,188,https://rarity.tools/rumble-kong-league/view/9976,9976,39,41,65,43,Light Grey,Green,White Tee,Scream,,,Wide,,0x217c70a564a9bc0572426fc068eff0caf70e6b41,2,8/7/2021,1.15 ETH, , 
2874, ,215,https://rarity.tools/rumble-kong-league/view/9977,9977,44,71,50,50,Light Grey,Black,White Tee,Shows Teeth,Blue Pigtails,,Angry Scar,,0x66f02e34ce51397d9ecee0bec87e09ef9d67993e,1,8/4/2021,0.1699 ETH, , 
6955, ,181,https://rarity.tools/rumble-kong-league/view/9978,9978,38,40,60,43,Gold,Brown,Fusion Gi,Ooh,,Red Shades,Regular,,0x7f1086b3aea172d38f51e7fa466eec27ea458558,1,8/5/2021,0.2499 ETH, , 
8006, ,171,https://rarity.tools/rumble-kong-league/view/9979,9979,26,71,49,25,Red,Brown,,Shows Teeth,,,Wide Scar,,0x66f02e34ce51397d9ecee0bec87e09ef9d67993e,1,8/3/2021,0.1499 ETH, , 
1943,5,224,https://rarity.tools/rumble-kong-league/view/9980,9980,47,67,54,56,Light Blue,Grey,Trippy Tee,Scream,Blonde Bun,,Regular,,0x7e440617f2d6a24d9befb5f65a5999592db3aa06,1,8/5/2021,0.1999 ETH,9/5/2021 15:38,5.0 ETH
6149, ,188,https://rarity.tools/rumble-kong-league/view/9981,9981,56,63,29,40,Red,Pink,Trippy Tee,Scream,Cap Forward,Blue Shades,Wide,,0xd0d7e340c66444bf0aab94a08e29d9ecfebef0ca,1,8/5/2021,0.2499 ETH, , 
5890, ,190,https://rarity.tools/rumble-kong-league/view/9982,9982,30,46,60,54,Cyan,Black,Monk Robe,Drool,,,Angry,,0x538e3e3c0828fef4c9cb3fc86631424525bdee90,2,8/9/2021,0.6 ETH, , 
5635, ,192,https://rarity.tools/rumble-kong-league/view/9983,9983,61,38,26,67,Light Grey,Grey,Shaolin Vest,Gold Smirk,RKL Cap Forward,,Closed,,0x98ba5f833410d234cda8f1d159cec8fea962b86c,2,8/11/2021,0.32 ETH, , 
5231,4.2069,195,https://rarity.tools/rumble-kong-league/view/9984,9984,63,50,38,44,Red,Red,Cheetah Dego Tee,Missing Teeth,Blonde Bun,Blue Shades,Regular,,0x79acbf17da6520d923673a285955bbbc468dd609,1,8/4/2021,0.1499 ETH,8/4/2021 6:46,4.2069 ETH
3306, ,211,https://rarity.tools/rumble-kong-league/view/9985,9985,56,64,61,30,Pink,Pink,Shaolin Vest,Tongue Out,,,Wide,,0x7f1086b3aea172d38f51e7fa466eec27ea458558,1,8/4/2021,0.1995 ETH, , 
7293, ,178,https://rarity.tools/rumble-kong-league/view/9986,9986,48,71,55,4,Brown,Brown,,Kiss,,,Closed,,0x1b0fe7356a4b54d454b5f2a98330e88bce3c229b,1,8/31/2021,0.95 ETH, , 
3443, ,210,https://rarity.tools/rumble-kong-league/view/9987,9987,59,51,59,41,Yellow,Sky Blue,Yellow Suit,Ooh,Blue Pigtails,Broken Glasses,Wide Scar,,0xbe58c00a35b9995438a298c44673faaebc2f53b3,0, , , , 
249,18.5,260,https://rarity.tools/rumble-kong-league/view/9988,9988,44,76,46,94,Grey,Sky Blue,Trippy Tee,Scream,Beanie,Red Shades,Wide,,0xbbd09ecf1f064c070930129713350dce79a3ca3b,0, , ,9/14/2021 2:50,18.5 ETH
3092, ,213,https://rarity.tools/rumble-kong-league/view/9989,9989,36,70,73,34,Grey,White Noise,Red Kimono,Regular,,,Angry,,0x3c1beeb44dcd913bd41fbbf1db5352b2f4fdab7c,1,9/4/2021,1.45 ETH, , 
4736, ,199,https://rarity.tools/rumble-kong-league/view/9990,9990,18,60,51,70,Red,Pink,Monk Robe,Ooh,Red Bandana,Broken Glasses,Wide,,0x980b7d21c758b6e135ce2186c14264e686b2e840,2,9/5/2021,2.25 ETH, , 
6015, ,189,https://rarity.tools/rumble-kong-league/view/9991,9991,43,71,38,37,Light Blue,Green,Striped Tee,Saber Toothed,Bowler,,Regular,,0xac9d7336ec3df01596bd3bf20ff53acc66bb4761,0, , , , 
6276, ,187,https://rarity.tools/rumble-kong-league/view/9992,9992,27,37,60,63,Light Grey,Black,Hawaii Shirt,Tongue Out,,,Bloodshot,,0xac9d7336ec3df01596bd3bf20ff53acc66bb4761,0, , , , 
7176, ,179,https://rarity.tools/rumble-kong-league/view/9993,9993,31,49,50,49,Yellow,Brown,Fusion Gi,Saber Toothed,Beanie,,Regular,,0xac9d7336ec3df01596bd3bf20ff53acc66bb4761,0, , , , 
2262, ,221,https://rarity.tools/rumble-kong-league/view/9994,9994,48,79,41,53,Yellow,Green,Yellow Suit,Ooh,,,Sad,,0xac9d7336ec3df01596bd3bf20ff53acc66bb4761,0, , , , 
6149, ,188,https://rarity.tools/rumble-kong-league/view/9995,9995,23,36,70,59,Gold,Red,Striped Tee,Regular,Ski Glasses,,Angry,,0xac9d7336ec3df01596bd3bf20ff53acc66bb4761,0, , , , 
6385, ,186,https://rarity.tools/rumble-kong-league/view/9996,9996,36,48,63,39,Light Grey,Sky Blue,Shaolin Vest,Ooh,,,Closed,,0x7cbbdf2ceb89e3d6da531ccb65d6e7c926374eb1,1,9/5/2021,1.5 ETH, , 
,,217,https://rarity.tools/rumble-kong-league/view/9997,9997,59,23,58,77,Dark Blue,Brown,Cheetah Dego Tee,Ooh,Beanie,Blue Shades,Closed,,0xc55c754b9f11198bfcb5b6f1315d47daada0c4ab,0, , ,9/18/2021 19:46, 
3443, ,210,https://rarity.tools/rumble-kong-league/view/9998,9998,65,24,59,62,Yellow,Sky Blue,White Tee,Kiss,Cap Forward,,Wide,,0xc55c754b9f11198bfcb5b6f1315d47daada0c4ab,0, , ,9/18/2021 19:45, 
5890, ,190,https://rarity.tools/rumble-kong-league/view/9999,9999,51,42,44,53,Gold,Grey,Striped Tee,Gold Smirk,Cap Forward,,Bloodshot,,0x9ab7adae1579ea2843742e6618433995b0f51044,1,8/11/2021,0.36 ETH, , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,1,8/5/2021,0.24 ETH, , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,3,8/17/2021,0.24 ETH, , 
,,,,,,,,,,,,,,,,,,1,9/6/2021,1.95 ETH, , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,1,8/5/2021,0.19 ETH, , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,2,9/2/2021,0.7694 ETH, , 
,,,,,,,,,,,,,,,,,,2,9/4/2021,1.2 ETH,9/12/2021 18:53,1.989 ETH
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,1,8/5/2021,0.2 ETH, , 
,,,,,,,,,,,,,,,,,,1,8/5/2021,0.2 ETH, , 
,,,,,,,,,,,,,,,,,,6,8/31/2021,0.99 ETH, , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,2,8/25/2021,0.595 ETH, , 
,,,,,,,,,,,,,,,,,,0, , ,9/4/2021 16:14,50.0 ETH
,,,,,,,,,,,,,,,,,,0, , ,9/4/2021 1:52,15.0 ETH
,,,,,,,,,,,,,,,,,,3,9/13/2021,1.0667 ETH, , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,1,8/24/2021,0.33 ETH, , 
,,,,,,,,,,,,,,,,,,0, , ,9/5/2021 19:14,5.0 ETH
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,2,9/7/2021,1.39 ETH, , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,3,9/5/2021,1.666 ETH, , 
,,,,,,,,,,,,,,,,,,2,9/4/2021,1.49 ETH, , 
,,,,,,,,,,,,,,,,,,1,8/2/2021,0.067 ETH, , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,3,9/5/2021,1.9 ETH, , 
,,,,,,,,,,,,,,,,,,3,8/31/2021,0.89 ETH, , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , ,9/7/2021 20:59,5.0 ETH
,,,,,,,,,,,,,,,,,,1,9/3/2021,0.96 ETH,9/4/2021 10:09,9.0 ETH
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,2,8/7/2021,0.63 ETH, , 
,,,,,,,,,,,,,,,,,,2,8/25/2021,0.595 ETH, , 
,,,,,,,,,,,,,,,,,,0, , ,9/4/2021 16:14,50.0 ETH
,,,,,,,,,,,,,,,,,,0, , ,9/4/2021 1:52,15.0 ETH
,,,,,,,,,,,,,,,,,,3,9/13/2021,1.0667 ETH, , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,1,8/24/2021,0.33 ETH, , 
,,,,,,,,,,,,,,,,,,0, , ,9/5/2021 19:14,5.0 ETH
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,2,9/7/2021,1.39 ETH, , 
,,,,,,,,,,,,,,,,,,0, , , , 
,,,,,,,,,,,,,,,,,,0, , , , 
